Record_ID,Employee_ID,Division,AI_Training_Track,Baseline_Skill_Score,Post_Training_Skill_Score,AI_Tool_Class,Use_Case_Name,Academic_Partner,Collaboration_Program,Implementation_Stage,Efficiency_Gain_Pct,Estimated_Value_AED,Adoption_Rate_Pct
REC-0310,EMP-59377,Power & Water Planning,Deep Technical & LLMOps,23.4,67.7,Predictive Machine Learning,Digital Twin Simulation,MBZUAI,Sponsored Capstone,Development,13.2,25500.0,1.8
REC-0311,EMP-58404,Billing,Deep Technical & LLMOps,33.5,84.7,Predictive Machine Learning,Billing Anomaly Detection,None,None,UAT & Testing,22.2,175100.0,22.3
REC-0312,EMP-64045,I&TF,AI for Leaders,29.4,99.7,Generative AI (LLMs),Agentic IT Helpdesk,RIT Dubai,Joint R&D Lab,Ideation,2.5,9300.0,0.0
REC-0313,EMP-49790,Business Development & Execution,AI Literacy,21.0,86.5,Generative AI (LLMs),Market Feasibility Generator,MBZUAI,Reverse Hackathon,Development,21.1,5600.0,16.7
REC-0314,EMP-15600,Billing,AI for Leaders,10.0,89.1,Predictive Machine Learning,Billing Anomaly Detection,RIT Dubai,Joint R&D Lab,Fully Deployed,39.1,57700.0,90.4
REC-0315,EMP-50764,Distribution Power,AI Literacy,34.9,69.9,Agentic AI Workflows,LV Power Restoration,Heriot-Watt University,Reverse Hackathon,Fully Deployed,44.2,33900.0,77.6
REC-0316,EMP-84543,Business Development & Execution,AI Literacy,10.0,86.6,Generative AI (LLMs),Market Feasibility Generator,None,None,Fully Deployed,30.5,177100.0,86.5
REC-0317,EMP-55714,Distribution Power,AI Literacy,37.4,92.9,Agentic AI Workflows,SCADA Fault Routing,None,None,Fully Deployed,33.5,46000.0,57.7
REC-0318,EMP-66835,Billing,AI for Leaders,10.0,79.0,Predictive Machine Learning,Revenue Risk Profiler,RIT Dubai,Reverse Hackathon,UAT & Testing,20.1,48600.0,42.5
REC-0319,EMP-83744,Power & Water Planning,Deep Technical & LLMOps,10.0,88.4,Predictive Machine Learning,Smart Load Forecasting,None,None,UAT & Testing,17.8,320300.0,55.2
REC-0320,EMP-66491,Business Development & Execution,AI for Leaders,26.1,99.2,Generative AI (LLMs),AI Procurement Sandbox,None,None,Fully Deployed,36.5,197200.0,75.7
REC-0321,EMP-28589,Power & Water Planning,AI Literacy,18.9,83.4,Predictive Machine Learning,Grid Expansion Planner,None,None,Development,9.3,15600.0,11.1
REC-0322,EMP-53484,Business Development & Execution,Deep Technical & LLMOps,16.4,88.6,Generative AI (LLMs),AI Bid Evaluator,RIT Dubai,Reverse Hackathon,Development,14.1,76400.0,8.4
REC-0323,EMP-92989,I&TF,Deep Technical & LLMOps,67.6,97.0,Generative AI (LLMs),Agentic IT Helpdesk,None,None,Optimizing,29.0,83400.0,89.9
REC-0324,EMP-46212,Legal Affairs,Deep Technical & LLMOps,36.9,98.5,Generative AI (LLMs),NDA Auto-Review Agent,None,None,Ideation,5.8,19100.0,0.0
REC-0325,EMP-53525,Business Development & Execution,Deep Technical & LLMOps,10.0,90.0,Generative AI (LLMs),Market Feasibility Generator,MBZUAI,Joint R&D Lab,Ideation,7.9,7100.0,0.0
REC-0326,EMP-57202,Legal Affairs,AI for Leaders,45.2,94.2,Generative AI (LLMs),NDA Auto-Review Agent,MBZUAI,Joint R&D Lab,UAT & Testing,19.5,36600.0,72.0
REC-0327,EMP-42635,Finance,Deep Technical & LLMOps,40.5,87.4,Agentic AI Workflows,Automated Audit Reconciliation,MBZUAI,Sponsored Capstone,Fully Deployed,36.7,51000.0,80.5
REC-0328,EMP-73208,Transmission Power,AI Literacy,28.8,93.0,Computer Vision,Overhead Line Monitoring,None,None,UAT & Testing,18.0,99400.0,50.7
REC-0329,EMP-43828,Finance,AI Literacy,14.8,80.1,Agentic AI Workflows,Automated Audit Reconciliation,RIT Dubai,Sponsored Capstone,Development,8.5,82000.0,8.8
REC-0330,EMP-28711,I&TF,AI Literacy,35.9,89.2,Agentic AI Workflows,Cognitive Cyber Defense,None,None,Optimizing,42.0,199500.0,78.9
REC-0331,EMP-13420,Distribution Power,AI Literacy,25.4,73.5,Agentic AI Workflows,SCADA Fault Routing,MBZUAI,Reverse Hackathon,Fully Deployed,36.5,83800.0,81.7
REC-0332,EMP-10301,Business Development & Execution,AI Literacy,40.3,94.9,Generative AI (LLMs),AI Procurement Sandbox,None,None,Fully Deployed,31.2,28100.0,62.2
REC-0333,EMP-55236,Legal Affairs,Deep Technical & LLMOps,10.9,56.4,Generative AI (LLMs),NDA Auto-Review Agent,Heriot-Watt University,Joint R&D Lab,Ideation,6.4,5900.0,0.0
REC-0334,EMP-76235,Transmission Power,Deep Technical & LLMOps,13.5,83.3,Computer Vision,Insulator Wear Classifier,None,None,Development,9.0,14500.0,21.5
REC-0335,EMP-64240,Finance,AI for Leaders,10.0,76.1,Agentic AI Workflows,Invoice Matcher Agent,None,None,Development,13.3,118000.0,6.4
REC-0336,EMP-75726,I&TF,AI Literacy,10.6,86.1,Generative AI (LLMs),AI Developer Copilot,MBZUAI,Sponsored Capstone,Development,12.7,28700.0,9.9
REC-0337,EMP-20492,Transmission Power,Deep Technical & LLMOps,16.8,98.0,Computer Vision,Insulator Wear Classifier,None,None,Ideation,6.3,12600.0,0.0
REC-0338,EMP-16102,Billing,Deep Technical & LLMOps,28.1,94.6,Generative AI (LLMs),Generative Bill Explanation,MBZUAI,Sponsored Capstone,Development,16.9,30000.0,3.0
REC-0339,EMP-60336,Power & Water Planning,AI for Leaders,11.5,69.8,Predictive Machine Learning,Grid Expansion Planner,None,None,UAT & Testing,25.8,111400.0,66.9
REC-0340,EMP-95314,Finance,Deep Technical & LLMOps,23.4,94.6,Agentic AI Workflows,Invoice Matcher Agent,None,None,Fully Deployed,23.7,210400.0,98.8
REC-0341,EMP-36641,Billing,AI Literacy,46.4,96.7,Predictive Machine Learning,Billing Anomaly Detection,MBZUAI,Sponsored Capstone,Fully Deployed,20.0,763100.0,62.4
REC-0342,EMP-44584,Billing,AI Literacy,31.9,84.8,Generative AI (LLMs),Generative Bill Explanation,MBZUAI,Joint R&D Lab,Ideation,5.5,6900.0,0.0
REC-0343,EMP-42745,Billing,Deep Technical & LLMOps,14.4,93.3,Predictive Machine Learning,Billing Anomaly Detection,Heriot-Watt University,Sponsored Capstone,UAT & Testing,20.7,181900.0,53.9
REC-0344,EMP-33093,Power & Water Planning,AI Literacy,10.0,80.8,Predictive Machine Learning,Smart Load Forecasting,None,None,Ideation,2.7,12300.0,0.0
REC-0345,EMP-76105,Power & Water Planning,AI for Leaders,24.2,79.2,Predictive Machine Learning,Smart Load Forecasting,None,None,UAT & Testing,16.2,49700.0,41.6
REC-0346,EMP-61885,Legal Affairs,Deep Technical & LLMOps,13.4,85.0,Generative AI (LLMs),Regulatory Risk Analyzer,None,None,UAT & Testing,16.9,52700.0,27.6
REC-0347,EMP-46631,I&TF,Deep Technical & LLMOps,10.0,86.4,Generative AI (LLMs),AI Developer Copilot,Heriot-Watt University,Reverse Hackathon,UAT & Testing,25.3,115100.0,52.9
REC-0348,EMP-82991,Finance,AI Literacy,24.4,92.4,Agentic AI Workflows,Invoice Matcher Agent,MBZUAI,Joint R&D Lab,Fully Deployed,29.2,93400.0,91.0
REC-0349,EMP-14014,Transmission Power,AI Literacy,42.1,85.8,Computer Vision,Thermal Substations Inspection,None,None,Fully Deployed,23.0,128800.0,66.1
REC-0350,EMP-21093,Water & Civil,AI Literacy,14.1,80.6,Computer Vision,Reservoir Volumetric AI,MBZUAI,Sponsored Capstone,Fully Deployed,31.6,201600.0,44.0
REC-0351,EMP-28070,Legal Affairs,Deep Technical & LLMOps,39.3,72.9,Generative AI (LLMs),Contract Compliance Parser,None,None,Fully Deployed,32.0,872000.0,69.4
REC-0352,EMP-45777,Business Development & Execution,AI for Leaders,19.3,83.5,Generative AI (LLMs),AI Procurement Sandbox,Heriot-Watt University,Sponsored Capstone,Fully Deployed,25.8,121600.0,92.5
REC-0353,EMP-66958,Power & Water Planning,AI Literacy,31.7,78.6,Predictive Machine Learning,Digital Twin Simulation,MBZUAI,Joint R&D Lab,Fully Deployed,35.5,48000.0,80.1
REC-0354,EMP-92074,Finance,Deep Technical & LLMOps,46.0,81.4,Predictive Machine Learning,Supplier Risk Analysis,None,None,UAT & Testing,24.5,108600.0,65.6
REC-0355,EMP-20729,Business Development & Execution,AI for Leaders,63.0,81.9,Generative AI (LLMs),AI Bid Evaluator,None,None,UAT & Testing,18.6,53600.0,59.5
REC-0356,EMP-55017,Legal Affairs,AI Literacy,64.3,98.0,Generative AI (LLMs),Regulatory Risk Analyzer,None,None,Fully Deployed,23.0,538900.0,79.8
REC-0357,EMP-76320,I&TF,AI for Leaders,49.9,99.2,Agentic AI Workflows,Cognitive Cyber Defense,MBZUAI,Sponsored Capstone,Ideation,4.5,6600.0,0.0
REC-0358,EMP-37751,Distribution Power,Deep Technical & LLMOps,10.0,67.0,Predictive Machine Learning,Grid Recloser Optimizer,RIT Dubai,Sponsored Capstone,Fully Deployed,33.8,120200.0,74.6
REC-0359,EMP-88069,Water & Civil,AI Literacy,27.6,92.0,Autonomous IoT & Sensors,Autonomous Leak Detection,None,None,Optimizing,19.1,243700.0,80.2
REC-0360,EMP-64748,Legal Affairs,AI Literacy,70.8,90.7,Generative AI (LLMs),NDA Auto-Review Agent,None,None,Fully Deployed,34.9,175500.0,65.8
REC-0361,EMP-15801,Billing,Deep Technical & LLMOps,15.8,65.1,Predictive Machine Learning,Billing Anomaly Detection,None,None,Ideation,4.3,30000.0,0.0
REC-0362,EMP-29190,Legal Affairs,AI for Leaders,44.7,58.8,Generative AI (LLMs),NDA Auto-Review Agent,RIT Dubai,Reverse Hackathon,Development,12.1,67400.0,26.9
REC-0363,EMP-59689,Distribution Power,AI for Leaders,25.8,73.9,Agentic AI Workflows,LV Power Restoration,None,None,Fully Deployed,30.3,772000.0,53.6
REC-0364,EMP-60993,Distribution Power,AI for Leaders,16.8,85.7,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Optimizing,27.5,212200.0,91.3
REC-0365,EMP-39592,I&TF,AI Literacy,43.2,84.3,Generative AI (LLMs),AI Developer Copilot,None,None,Development,11.7,111600.0,5.5
REC-0366,EMP-20647,Billing,AI Literacy,44.7,88.5,Generative AI (LLMs),Generative Bill Explanation,None,None,Fully Deployed,28.9,81400.0,50.6
REC-0367,EMP-18716,Water & Civil,AI for Leaders,10.0,22.3,Computer Vision,Reservoir Volumetric AI,Heriot-Watt University,Joint R&D Lab,Fully Deployed,29.9,575000.0,83.5
REC-0368,EMP-98891,Water & Civil,AI Literacy,50.4,75.8,Autonomous IoT & Sensors,Autonomous Leak Detection,None,None,Ideation,3.2,7500.0,0.0
REC-0369,EMP-97545,Water & Civil,AI Literacy,32.8,93.2,Autonomous IoT & Sensors,Autonomous Leak Detection,None,None,Fully Deployed,35.2,388900.0,80.2
REC-0370,EMP-99912,Transmission Power,Deep Technical & LLMOps,19.1,80.8,Computer Vision,Thermal Substations Inspection,None,None,Development,15.7,80600.0,16.7
REC-0371,EMP-80316,Finance,Deep Technical & LLMOps,42.5,77.5,Agentic AI Workflows,Automated Audit Reconciliation,None,None,UAT & Testing,16.5,83300.0,51.1
REC-0372,EMP-12368,Power & Water Planning,Deep Technical & LLMOps,17.4,79.1,Predictive Machine Learning,Smart Load Forecasting,None,None,UAT & Testing,19.5,261300.0,41.2
REC-0373,EMP-87575,Legal Affairs,Deep Technical & LLMOps,27.5,65.6,Generative AI (LLMs),Regulatory Risk Analyzer,None,None,Fully Deployed,25.4,117300.0,67.8
REC-0374,EMP-16655,Business Development & Execution,AI Literacy,40.9,94.8,Generative AI (LLMs),AI Bid Evaluator,MBZUAI,Sponsored Capstone,Fully Deployed,34.3,354000.0,74.3
REC-0375,EMP-80031,Legal Affairs,Deep Technical & LLMOps,31.4,94.9,Generative AI (LLMs),Regulatory Risk Analyzer,MBZUAI,Joint R&D Lab,UAT & Testing,20.9,106900.0,60.8
REC-0376,EMP-86429,Legal Affairs,AI Literacy,11.5,88.3,Generative AI (LLMs),Regulatory Risk Analyzer,RIT Dubai,Joint R&D Lab,Fully Deployed,28.5,87600.0,81.9
REC-0377,EMP-97922,Water & Civil,Deep Technical & LLMOps,10.0,66.4,Computer Vision,Structural Crack Inspection,RIT Dubai,Reverse Hackathon,Fully Deployed,31.5,153100.0,91.6
REC-0378,EMP-65766,Finance,Deep Technical & LLMOps,10.0,71.6,Agentic AI Workflows,Invoice Matcher Agent,RIT Dubai,Reverse Hackathon,Fully Deployed,37.2,121700.0,90.9
REC-0379,EMP-23403,Transmission Power,Deep Technical & LLMOps,19.3,91.8,Computer Vision,Insulator Wear Classifier,RIT Dubai,Joint R&D Lab,UAT & Testing,13.6,55400.0,26.3
REC-0380,EMP-42097,Transmission Power,Deep Technical & LLMOps,10.0,88.9,Computer Vision,Overhead Line Monitoring,Heriot-Watt University,Reverse Hackathon,Ideation,2.4,11900.0,0.0
REC-0381,EMP-88657,Water & Civil,Deep Technical & LLMOps,10.0,97.9,Computer Vision,Reservoir Volumetric AI,Heriot-Watt University,Reverse Hackathon,UAT & Testing,22.3,109100.0,32.6
REC-0382,EMP-20966,Business Development & Execution,AI Literacy,13.2,81.4,Generative AI (LLMs),AI Bid Evaluator,MBZUAI,Sponsored Capstone,Fully Deployed,32.3,16600.0,90.6
REC-0383,EMP-62921,Water & Civil,AI Literacy,35.3,83.4,Autonomous IoT & Sensors,Autonomous Leak Detection,MBZUAI,Reverse Hackathon,Development,11.8,59000.0,6.3
REC-0384,EMP-59726,Water & Civil,Deep Technical & LLMOps,32.4,80.8,Computer Vision,Structural Crack Inspection,None,None,Optimizing,37.7,267900.0,91.7
REC-0385,EMP-60300,I&TF,AI Literacy,10.0,73.4,Agentic AI Workflows,Cognitive Cyber Defense,None,None,Fully Deployed,36.2,378400.0,89.8
REC-0386,EMP-32677,Distribution Power,Deep Technical & LLMOps,26.3,67.5,Agentic AI Workflows,LV Power Restoration,Heriot-Watt University,Reverse Hackathon,Fully Deployed,42.3,44100.0,68.1
REC-0387,EMP-65609,Distribution Power,Deep Technical & LLMOps,10.0,79.5,Agentic AI Workflows,LV Power Restoration,None,None,Fully Deployed,37.4,52500.0,88.8
REC-0388,EMP-66661,Power & Water Planning,AI Literacy,40.1,92.5,Predictive Machine Learning,Smart Load Forecasting,None,None,UAT & Testing,22.1,93400.0,36.0
REC-0389,EMP-41024,Business Development & Execution,Deep Technical & LLMOps,32.3,84.5,Generative AI (LLMs),Market Feasibility Generator,Heriot-Watt University,Sponsored Capstone,Fully Deployed,31.7,67000.0,73.5
REC-0390,EMP-80313,Billing,Deep Technical & LLMOps,10.0,65.7,Predictive Machine Learning,Billing Anomaly Detection,None,None,UAT & Testing,19.4,30500.0,17.4
REC-0391,EMP-63006,Water & Civil,Deep Technical & LLMOps,18.0,72.4,Autonomous IoT & Sensors,Autonomous Leak Detection,None,None,Fully Deployed,32.0,85100.0,88.6
REC-0392,EMP-25338,Business Development & Execution,Deep Technical & LLMOps,10.0,90.0,Generative AI (LLMs),AI Procurement Sandbox,None,None,Fully Deployed,33.3,88800.0,54.7
REC-0393,EMP-78027,Legal Affairs,AI for Leaders,17.5,71.7,Generative AI (LLMs),Regulatory Risk Analyzer,Heriot-Watt University,Sponsored Capstone,Fully Deployed,24.8,52600.0,84.9
REC-0394,EMP-90135,Business Development & Execution,Deep Technical & LLMOps,10.6,77.8,Generative AI (LLMs),AI Procurement Sandbox,None,None,Fully Deployed,33.6,52300.0,90.1
REC-0395,EMP-29508,Business Development & Execution,Deep Technical & LLMOps,37.3,89.1,Generative AI (LLMs),AI Procurement Sandbox,MBZUAI,Joint R&D Lab,Ideation,4.5,9000.0,0.0
REC-0396,EMP-13051,Distribution Power,AI Literacy,43.7,88.5,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Ideation,5.7,5000.0,0.0
REC-0397,EMP-58747,Distribution Power,AI for Leaders,22.0,95.5,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Fully Deployed,28.5,36700.0,83.4
REC-0398,EMP-97142,Power & Water Planning,Deep Technical & LLMOps,69.2,98.0,Predictive Machine Learning,Grid Expansion Planner,None,None,Development,10.0,41800.0,33.5
REC-0399,EMP-97235,Finance,AI Literacy,12.9,76.3,Predictive Machine Learning,Supplier Risk Analysis,None,None,UAT & Testing,20.9,263400.0,59.9
REC-0400,EMP-64021,Finance,Deep Technical & LLMOps,30.9,82.1,Predictive Machine Learning,Supplier Risk Analysis,Heriot-Watt University,Reverse Hackathon,UAT & Testing,21.9,142000.0,55.8
REC-0401,EMP-76412,Billing,Deep Technical & LLMOps,35.9,82.7,Generative AI (LLMs),Generative Bill Explanation,None,None,Ideation,3.8,26300.0,0.0
REC-0402,EMP-68335,Transmission Power,AI Literacy,18.4,85.4,Computer Vision,Insulator Wear Classifier,None,None,Ideation,7.6,5000.0,0.0
REC-0403,EMP-66179,I&TF,AI for Leaders,11.2,77.4,Generative AI (LLMs),AI Developer Copilot,MBZUAI,Sponsored Capstone,Fully Deployed,39.9,38400.0,98.6
REC-0404,EMP-42093,Power & Water Planning,Deep Technical & LLMOps,47.4,92.5,Predictive Machine Learning,Smart Load Forecasting,None,None,Fully Deployed,22.5,119500.0,98.1
REC-0405,EMP-79678,Water & Civil,AI Literacy,22.4,89.7,Autonomous IoT & Sensors,Autonomous Leak Detection,RIT Dubai,Reverse Hackathon,UAT & Testing,16.9,154200.0,27.5
REC-0406,EMP-90738,Transmission Power,AI Literacy,19.3,84.8,Computer Vision,Overhead Line Monitoring,MBZUAI,Joint R&D Lab,Optimizing,32.7,246700.0,92.7
REC-0407,EMP-49734,Power & Water Planning,AI Literacy,14.9,82.4,Predictive Machine Learning,Smart Load Forecasting,None,None,Development,13.1,13500.0,18.7
REC-0408,EMP-82615,Business Development & Execution,AI Literacy,17.6,79.0,Generative AI (LLMs),AI Bid Evaluator,RIT Dubai,Reverse Hackathon,Development,18.4,98000.0,6.7
REC-0409,EMP-83523,I&TF,Deep Technical & LLMOps,32.2,75.2,Generative AI (LLMs),Agentic IT Helpdesk,None,None,Fully Deployed,32.8,111000.0,76.1
REC-0410,EMP-27019,I&TF,AI Literacy,17.9,82.3,Generative AI (LLMs),AI Developer Copilot,RIT Dubai,Reverse Hackathon,Fully Deployed,31.3,220700.0,91.9
REC-0411,EMP-93613,Distribution Power,Deep Technical & LLMOps,60.9,78.9,Agentic AI Workflows,LV Power Restoration,RIT Dubai,Reverse Hackathon,UAT & Testing,15.4,48700.0,66.9
REC-0412,EMP-96672,Business Development & Execution,AI Literacy,10.0,93.7,Generative AI (LLMs),Market Feasibility Generator,None,None,Optimizing,22.5,43100.0,95.8
REC-0413,EMP-83847,Finance,AI Literacy,28.8,77.8,Agentic AI Workflows,Automated Audit Reconciliation,Heriot-Watt University,Sponsored Capstone,Optimizing,31.2,291300.0,84.7
REC-0414,EMP-92750,Transmission Power,Deep Technical & LLMOps,10.0,94.0,Computer Vision,Thermal Substations Inspection,None,None,Ideation,9.1,14400.0,0.0
REC-0415,EMP-89634,Distribution Power,Deep Technical & LLMOps,10.4,63.1,Agentic AI Workflows,LV Power Restoration,None,None,Development,11.4,14600.0,19.2
REC-0416,EMP-38251,Billing,AI Literacy,22.4,81.3,Predictive Machine Learning,Billing Anomaly Detection,None,None,Fully Deployed,27.4,69400.0,89.6
REC-0417,EMP-35945,Business Development & Execution,AI for Leaders,61.6,89.7,Generative AI (LLMs),Market Feasibility Generator,None,None,Development,13.4,68400.0,20.5
REC-0418,EMP-42217,Business Development & Execution,AI Literacy,18.3,70.2,Generative AI (LLMs),Market Feasibility Generator,None,None,Ideation,1.0,11600.0,0.0
REC-0419,EMP-18308,Distribution Power,AI for Leaders,58.2,97.5,Agentic AI Workflows,LV Power Restoration,Heriot-Watt University,Sponsored Capstone,Fully Deployed,32.5,177000.0,64.7
REC-0420,EMP-15949,Business Development & Execution,Deep Technical & LLMOps,51.5,83.1,Generative AI (LLMs),Market Feasibility Generator,None,None,UAT & Testing,23.3,51900.0,51.2
REC-0421,EMP-61990,Business Development & Execution,AI Literacy,14.1,72.9,Generative AI (LLMs),Market Feasibility Generator,RIT Dubai,Joint R&D Lab,UAT & Testing,16.2,246600.0,31.2
REC-0422,EMP-11150,Transmission Power,AI Literacy,47.4,85.1,Computer Vision,Overhead Line Monitoring,None,None,Development,16.1,36100.0,30.8
REC-0423,EMP-99480,Business Development & Execution,AI Literacy,10.0,87.3,Generative AI (LLMs),Market Feasibility Generator,None,None,Fully Deployed,36.0,17800.0,90.4
REC-0424,EMP-84740,Transmission Power,Deep Technical & LLMOps,10.0,86.6,Computer Vision,Insulator Wear Classifier,None,None,UAT & Testing,25.5,86000.0,45.0
REC-0425,EMP-76617,Transmission Power,Deep Technical & LLMOps,46.9,82.3,Computer Vision,Insulator Wear Classifier,None,None,Development,7.9,64100.0,10.2
REC-0426,EMP-26896,Distribution Power,AI Literacy,10.0,76.1,Agentic AI Workflows,SCADA Fault Routing,None,None,Development,11.5,50100.0,23.2
REC-0427,EMP-56175,Transmission Power,Deep Technical & LLMOps,16.7,95.3,Computer Vision,Overhead Line Monitoring,None,None,UAT & Testing,23.7,56100.0,32.0
REC-0428,EMP-17805,Water & Civil,AI for Leaders,23.2,86.9,Computer Vision,Structural Crack Inspection,None,None,Optimizing,23.0,31000.0,80.1
REC-0429,EMP-15237,Business Development & Execution,AI Literacy,40.2,83.3,Generative AI (LLMs),AI Procurement Sandbox,RIT Dubai,Reverse Hackathon,Optimizing,37.7,88000.0,96.8
REC-0430,EMP-30056,Business Development & Execution,Deep Technical & LLMOps,10.0,77.5,Generative AI (LLMs),AI Bid Evaluator,MBZUAI,Joint R&D Lab,Development,11.5,25300.0,8.6
REC-0431,EMP-55543,Power & Water Planning,Deep Technical & LLMOps,15.5,85.7,Predictive Machine Learning,Smart Load Forecasting,None,None,Fully Deployed,37.6,69900.0,71.0
REC-0432,EMP-66556,Business Development & Execution,Deep Technical & LLMOps,10.0,66.2,Generative AI (LLMs),AI Procurement Sandbox,None,None,Fully Deployed,33.3,193300.0,76.3
REC-0433,EMP-13343,Water & Civil,AI Literacy,35.4,81.7,Autonomous IoT & Sensors,Autonomous Leak Detection,RIT Dubai,Joint R&D Lab,Fully Deployed,40.5,90700.0,73.8
REC-0434,EMP-23500,Finance,AI for Leaders,20.8,52.2,Predictive Machine Learning,Supplier Risk Analysis,MBZUAI,Sponsored Capstone,UAT & Testing,14.8,238500.0,28.6
REC-0435,EMP-63222,Transmission Power,Deep Technical & LLMOps,18.6,72.3,Computer Vision,Thermal Substations Inspection,Heriot-Watt University,Reverse Hackathon,Ideation,5.7,8200.0,0.0
REC-0436,EMP-39375,Water & Civil,AI Literacy,43.7,97.9,Computer Vision,Reservoir Volumetric AI,None,None,Fully Deployed,22.9,313300.0,72.0
REC-0437,EMP-19662,Business Development & Execution,AI for Leaders,20.7,63.0,Generative AI (LLMs),Market Feasibility Generator,None,None,Ideation,5.8,11700.0,0.0
REC-0438,EMP-26964,Business Development & Execution,AI Literacy,29.6,40.0,Generative AI (LLMs),AI Procurement Sandbox,Heriot-Watt University,Reverse Hackathon,Ideation,5.7,12200.0,0.0
REC-0439,EMP-69638,I&TF,Deep Technical & LLMOps,11.8,52.6,Agentic AI Workflows,Cognitive Cyber Defense,RIT Dubai,Joint R&D Lab,Fully Deployed,30.3,68600.0,74.2
REC-0440,EMP-83666,Power & Water Planning,AI Literacy,10.0,56.8,Predictive Machine Learning,Smart Load Forecasting,Heriot-Watt University,Reverse Hackathon,Optimizing,27.3,50300.0,89.2
REC-0441,EMP-95067,Billing,AI Literacy,16.9,79.4,Predictive Machine Learning,Revenue Risk Profiler,MBZUAI,Sponsored Capstone,Development,11.0,37200.0,3.4
REC-0442,EMP-77215,Distribution Power,Deep Technical & LLMOps,41.1,66.1,Predictive Machine Learning,Grid Recloser Optimizer,MBZUAI,Joint R&D Lab,Fully Deployed,32.6,456700.0,88.5
REC-0443,EMP-79042,Legal Affairs,AI Literacy,33.5,68.3,Generative AI (LLMs),Contract Compliance Parser,None,None,Development,12.9,27400.0,2.2
REC-0444,EMP-23284,Distribution Power,AI for Leaders,10.0,90.0,Agentic AI Workflows,SCADA Fault Routing,None,None,Fully Deployed,43.6,72300.0,85.0
REC-0445,EMP-82789,Billing,AI Literacy,36.9,91.8,Predictive Machine Learning,Billing Anomaly Detection,MBZUAI,Joint R&D Lab,UAT & Testing,23.5,68800.0,27.1
REC-0446,EMP-94664,Distribution Power,AI Literacy,10.5,72.0,Agentic AI Workflows,SCADA Fault Routing,MBZUAI,Sponsored Capstone,Development,10.2,162500.0,3.4
REC-0447,EMP-71389,I&TF,AI Literacy,10.2,52.4,Agentic AI Workflows,Cognitive Cyber Defense,RIT Dubai,Sponsored Capstone,Development,13.7,74100.0,47.8
REC-0448,EMP-19435,Transmission Power,AI Literacy,29.9,87.2,Computer Vision,Thermal Substations Inspection,None,None,UAT & Testing,23.5,208600.0,31.9
REC-0449,EMP-64340,Power & Water Planning,Deep Technical & LLMOps,10.0,93.3,Predictive Machine Learning,Digital Twin Simulation,RIT Dubai,Sponsored Capstone,Ideation,3.7,5000.0,0.0
REC-0450,EMP-54078,Transmission Power,AI Literacy,33.0,95.5,Computer Vision,Thermal Substations Inspection,RIT Dubai,Sponsored Capstone,Ideation,6.4,5100.0,0.0
REC-0451,EMP-88832,I&TF,Deep Technical & LLMOps,10.0,77.2,Generative AI (LLMs),Agentic IT Helpdesk,RIT Dubai,Sponsored Capstone,Fully Deployed,23.1,63000.0,85.5
REC-0452,EMP-61293,Legal Affairs,AI for Leaders,39.5,91.9,Generative AI (LLMs),Regulatory Risk Analyzer,None,None,UAT & Testing,17.2,196000.0,82.0
REC-0453,EMP-88781,Finance,AI for Leaders,11.2,67.4,Agentic AI Workflows,Automated Audit Reconciliation,None,None,Fully Deployed,23.5,200800.0,70.4
REC-0454,EMP-70403,Distribution Power,Deep Technical & LLMOps,19.4,71.3,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Ideation,4.6,23000.0,0.0
REC-0455,EMP-39124,Legal Affairs,AI for Leaders,27.9,91.4,Generative AI (LLMs),Regulatory Risk Analyzer,Heriot-Watt University,Sponsored Capstone,Fully Deployed,29.2,26400.0,75.9
REC-0456,EMP-53919,Power & Water Planning,Deep Technical & LLMOps,30.3,91.0,Predictive Machine Learning,Grid Expansion Planner,None,None,UAT & Testing,18.4,192000.0,14.4
REC-0457,EMP-45247,Legal Affairs,AI Literacy,48.5,84.7,Generative AI (LLMs),Contract Compliance Parser,None,None,Ideation,6.6,16700.0,0.0
REC-0458,EMP-72752,Transmission Power,AI for Leaders,44.1,72.3,Computer Vision,Thermal Substations Inspection,MBZUAI,Joint R&D Lab,UAT & Testing,20.4,37700.0,47.9
REC-0459,EMP-66573,Power & Water Planning,Deep Technical & LLMOps,10.0,87.7,Predictive Machine Learning,Smart Load Forecasting,RIT Dubai,Reverse Hackathon,Ideation,6.6,8400.0,0.0
REC-0460,EMP-69101,Billing,Deep Technical & LLMOps,67.7,95.6,Predictive Machine Learning,Billing Anomaly Detection,None,None,Fully Deployed,41.8,58000.0,87.7
REC-0461,EMP-36646,Transmission Power,Deep Technical & LLMOps,52.9,94.5,Computer Vision,Overhead Line Monitoring,MBZUAI,Reverse Hackathon,Fully Deployed,44.6,109600.0,76.7
REC-0462,EMP-33049,Power & Water Planning,AI for Leaders,31.0,55.1,Predictive Machine Learning,Digital Twin Simulation,Heriot-Watt University,Joint R&D Lab,UAT & Testing,19.4,113100.0,28.0
REC-0463,EMP-89605,Distribution Power,Deep Technical & LLMOps,14.9,98.7,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Ideation,6.1,30400.0,0.0
